index,song,year,artist,genre,lyrics
2050,valentina-way,2006,al-stewart,Rock,"Find another lover tomorrow
Go find another lover today
You've been so long on lonely street
That you're surely falling into decay
It's time to reconstruct yourself
Time to test the water again
Well it's sad to see
It's a tragedy
That you're wasting away
Look around tell me
Is it really worth the price
That you pay
On Valentina Way
I don't think she's ready to listen
I don't think she wants to come back
The atmosphere's too cold in here
To attract a butterfly like that
I think she took the boat-train out
Maybe caught the night express
She's got devious lies
And chameleon eyes
And she can't care less
Oh, buy yourself a ticket
On anything leaving today
From Valentina Way
Oh the rain comes down
And shines up the stars
Oh, the night steps out
In streetlights and bars
To the sounds of guitars
Listen"
2051,the-year-of-the-cat,2006,al-stewart,Rock,"On a morning from a Bogart movie
In a country where they turn back time
You go strolling through the crowd like Peter Lorre
Contemplating a crime
She comes out of the sun in a silk dress running
Like a watercolor in the rain
Don't bother asking for explanations
She'll just tell you that she came
In the year of the cat
She doesn't give you time for questions
As she locks up your arm in hers
And you follow 'till your sense of which direction
Completely disappears
By the blue tiled walls near the market stalls
There's a hidden door she leads you to
These days, she says, I feel my life
Just like a river running through
The year of the cat
While she looks at you so cooly
And her eyes shine like the moon in the sea
She comes in incense and patchouli
So you take her, to find what's waiting inside
The year of the cat
Well morning comes and you're still with her
And the bus and the tourists are gone
And you've thrown away your choice you've lost your ticket
So you have to stay on
But the drum-beat strains of the night remain
In the rhythm of the new-born day
You know sometime you're bound to leave her
But for now you're going to stay
In the year of the cat"
2052,lord-grenville,2006,al-stewart,Rock,"Go and tell Lord Grenville that the tide is on the run.
It's time to haul the anchor up and leave the land astern.
We'll be gone before the dawn returns.
Like voises on the wind.
Go and tell Lord Grenville that our dreams have run around.
There's nothing here to keep us in this shanty town.
None of us are caring where we're bound.
Like voices in the wind.
And come the day you'll hear them saying.
""They're throwing it all away"".
Nothing more to say.
Just throw it all away.
Go and fetch the captain's log and tear the pages out.
We're on our way to nowhere now , can't bring the helm about.
None of us are left to doubt.
We won't be back again.
Send a message to the fleet , they'll search for us in vain.
We won't be there among the reaches of Spanish Main.
Tell the ones we left home not to wait.
We won't be back again.
And come the day you'll hear them saying
""they're trowing it all away"".
Nothing more to say.
Just throwing it all away.
Out time is just a point along a line.
That runs forever with no end.
I never thought that we would come to find.
Ourselves upon these rocks again.
Go and tell Lord Grenville that the tide is on the run........."
2053,antarctica,2006,al-stewart,Rock,"Long before I ever saw
The frost upon your face
I was haunted by your beauty
And it drew me to this place
I felt the chill of mystery
With one foot on your shore
And then and there resolved to go
Where no man had before
CHORUS
Maybe I was snowblind
But it seemed the wind spoke true
And I believed its stories then
As dreamers sometimes do
In Antarctica
In Antarctica
Who knows what the powers may be
That cause a man to go
Mindless of the dangers
Out across the virgin snow
Seduced by this ambition
I easily forget
The hopeless quest of Shackleton
The dreamlike death of Scott
CHORUS"
2054,roads-to-moscow,2006,al-stewart,Rock,"They crossed over the border the hour before dawn
Moving in lines through the day
Most of our planes were destroyed on the ground where they lay
Waiting for orders we held in the wood - word from the front never came
By evening the sound of the gunfire was miles away
Ah, softly we move through the shadows, slip away through the trees
Crossing their lines in the mists in the fields on our hands and our knees
And all that I ever was able to see
The fire in the air glowing red silhouetting the smoke on the breeze
All summer they drove us back through the Ukraine
Smolyensk and Viyasma soon fell
By autumn we stood with our backs to the town of Orel
Closer and closer to Moscow they come - riding the wind like a bell
General Guderian stands at the crest of the hill
Winter brought with her the rains, oceans of mud filled the roads
Gluing the tracks of their tanks to the ground while the sky filled with snow
And all that I ever was able to see
The fire in the air glowing red silhouetting the snow on the breeze
In the footsteps of Napoleon the shadow figures stagger through the winter
Falling back before the gates of Moscow,
Standing in the wings like an avenger
And far away behind their lines the partisans are stirring in the forest
Coming unexpectedly upon their outposts, growing like a promise
You'll never know, you'll never know
Which way to turn, which way to look, you'll never see us
As we're stealing through the blackness of the night
You'll never know, you'll never hear us
And the evening sings in a voice of amber, the dawn is surely coming
The morning road leads to Stalingrad, and the sky is softly humming
Two broken Tigers on fire in the night flicker their souls to the wind
We wait in the lines for the final approach to begin
It's been almost four years that I've carried a gun
At home it'll almost be spring
The flames of the Tigers are lighting the road to Berlin
Ah, quickly we move through the ruins that bow to the ground
The old men and children they send out to face us, they can't slow us down
And all that I ever was able to see
The eyes of the city are opening now it's the end of the dream
I'm coming home, I'm coming home
Now you can taste it in the wind, the war is over
And I listen to the clicking of the train wheels as we roll across the border
And now they ask me of the time
That I was caught behind their lines and taken prisoner
""They only held me for a day, a lucky break"", I say;
They turn and listen closer
I'll never know, I'll never know
Why I was taken from the line and all the others
To board a special train and journey deep into the heart of holy Russia
And it's cold and damp in the transit camp, and the air is still and sullen
And the pale sun of October whispers the snow will soon be coming
And I wonder when I'll be home again and the morning answers
""Never""
And the evening sighs and the steely Russian skies go on forever"
2055,trains,2016,al-stewart,Rock,
2056,red-toupee,2016,al-stewart,Rock,
2057,pandora,2016,al-stewart,Rock,
2058,angel-of-mercy,2016,al-stewart,Rock,"Every evening
You come around here in your cloak of lies
Half-believing
I sit and listen as you offer up the prize
Pick up your smile
Just go faithless friend
There is no pleasure waiting here for you
Pick up your smile
Just go faithless friend
I don't see you any more as an angel of mercy
Imitations
Of the good life were your stock in trade
Pale imitations
You run for cover when the promise starts to fade
Pick up your smile
Just go faithless friend
There is no treasure waiting here for you
Pick up your smile
Just go faithless friend
I don't see you any more as an angel of mercy
You play the game well
You've got the knack
Your hand in the till
And the knife in the back
Head for the hills
Leaving them flat
How come you treat
Everybody like that?
Spaced invader
Of my privacy be on your way
Tricky trader
In webs of fantasy, the bank is closed today
Pick up your smile
Just go faithless friend
There is no pleasure waiting here for you
Pick up your smile
Just go faithless friend
I don't see you any more as an angel of mercy
Pick up your smile
Just go faithless friend
There is no treasure waiting here for you
Pick up your smile
Just go faithless friend
I don't see you any more
As an angel of mercy
Oh, an angel of mercy
Oh, an angel of mercy"
2059,antartica,2016,al-stewart,Rock,
2060,necromancer,2016,al-stewart,Rock,
2061,cafe-society,2016,al-stewart,Rock,
2062,ghostly-heroes-of-the-plain,2016,al-stewart,Rock,
2063,nostradamus-pt-1,2016,al-stewart,Rock,
2064,peter-on-the-white-sea,2016,al-stewart,Rock,"When I took my boat out to the White Sea
I had no care in the world
Not a cloud disturbed the sky
I was dreaming only of how it might be
Then dark fell into the day
And the wind began to rise
Peter on the White Sea
Green mountains of waves
Blew all around
Peter on the White Sea
The howl of the wind, that lonesome sound
Sailors made their peace then with the Almighty
Still I kept hope in my heart
Through the salt and stormy night
Every hour the wind struck ever harder
We held on tight in the dark
As our bow rose and fell
Till we came with daylight into the harbor
Hard by the monastery walls
To the ringing of a bell
Peter on the White Sea
A day to recall when days are done
Peter on the White Sea
The first of a thousand ships to come
When I took my boat out on the White Sea
I heard my name in the wind
In the bright and empty sky
When I took my boat out to the White Sea"
2065,if-it-doesn-t-come-naturally-leave-it,2016,al-stewart,Rock,"Nothing that's forced can ever be right
If it doesn't come naturally, leave it
That's what she said as she turned out the light
And we bent our backs as slaves of the night
Then she lowered her guard and showed me the scars
She got from trying to fight
Saying oh, you'd better believe it.
Well I'm up to my neck in the crumbling wreckage
Of all that I wanted from life
When I looked for respect all I got was neglect
Though I swallowed the lign as a sign of the times
But dealing a jack from the back of the pack
They said-""You lose again""
Oh, I said, who needs it?
Well don't get me wrong now I tried to get on
With the jokers that got in my way
And I put on a smile and I tried all the while to be straight
But they just wanted more all the time and I'm sure
That you know what I mean when I say
That I'm sick of the touch and there's only so much you can take.
Well nothing that's real is ever for free
And you just have to pay for it sometime
She said it before, she said it to me
I suppose she believed there was nothing to see
But the same old four imaginary walls
She built for living inside
I said oh, you just can't meana it
Well there was never a doubt that she had to get out
she was just looking around for a way
In the pit of the night there was nowhere to hide any more
She was out on a limb, she was reaching for things
That she wanted, but just couldn't say
And she had to be sure that she wouldn't get caught like before.
Well nothing that's forced can ever be right
If it doesn't come naturally, leave it
That's what she said as she turned out the light
And she may have been wrong, and she may have been right
But I woke with the frost, and noticed she'd lost
The veil that covered her eyes
I said oh, you can leave it."
2066,helen-and-casandra,2016,al-stewart,Rock,
2067,king-of-portugal,2016,al-stewart,Rock,
2068,license-to-steal,2016,al-stewart,Rock,
2069,princess-olivia,2016,al-stewart,Rock,
2070,charlotte-corday,2016,al-stewart,Rock,
2071,bad-reputation,2016,al-stewart,Rock,"You've got a bad reputation
All over the street
There's some indication
You've been indiscreet
Oh I know you can turn on the charm
When you feel so inclined
Whatever I do
I can't get you out of my mind
It's a sad situation
I'm coming apart
A clear invitation
For trouble to start
If I knew what it was that you did
It's so hard to define
But whatever it is
I can't get you out of my mind
Maybe I'm seeing
What I want to see
Trying to make you
What you'll never be
Perhaps it's just the simple fact
You only want the things that you can't have
Well I suppose somebody broke your trust
Now I see you kicking up the dust
I wouldn't be at all surprised
If some of it got in my eyes
You've got a bad reputation
They're telling me so
I've got a strong motivation
To get up and go
If I knew what it was that you did
I'd just leave you behind
But whatever it is
I can't get you out of my mind
I suppose this will come to a close
It's just a matter of time
But whatever I do,
I can't get you out of my mind
Can't get you out of my mind
Oh no, whatever I do,"
2072,genie-on-a-table-top,2016,al-stewart,Rock,
2073,here-in-angloa,2016,al-stewart,Rock,
2074,don-t-forget-me,2016,al-stewart,Rock,"The sun is going down across the great unknown
Lights come on inside the towers made of stone
A muffled drum plays out of sight and all alone
Summer is over
The city lies awake and breathes electric air
The sailor in the bar dreams of a love affair
Young girls seem to shimmer in fluorescent glare
Summer is over
It's a never ending show
Faces come and go
Like a river
You're a rainbow wrapped in gray
Shake the dust away
Like a river
But don't forget me
Don't forget me now
Oh don't forget me
Don't forget me now
It's a never ending show
Faces come and go
Like a river
You're a rainbow wrapped in gray
Shake the dust away
Like a river
The crowd is spilling from the video arcade
The owner of the restaurant pulls down the shade
The thunder of the trucks is like a cannonade
But now it's over
But don't forget me
Don't forget me now
Don't forget me
Don't forget me now
Summer is over
Summer is over
But don't forget me
Don't forget me now
Don't forget me
Don't forget me now"
2075,real-and-unreal,2016,al-stewart,Rock,
2076,delia-s-gone,2016,al-stewart,Rock,
2077,indian-summer,2016,al-stewart,Rock,"Indian summer, the shops are shuttered and the crowds are gone
The souvenir sellers are moving on
Like summer lovers
Indian summer
The earth is cracked beneath the midday sun
You've dragged your shadow round these streets too long
There is no cover
Come stay, we'll live gazebo lives
And let the world outside pass us by
Right here in our Arabian Nights
Until the Northern Lights cross the sky
There is no other
Indian summer, the storm that drove you here is far behind
What keeps you waiting on this beach tonight
It's long been over
Come stay, we'll live gazebo lives
And let the world outside pass us by
Right here in our Arabian Nights
Until the Northern Lights cross the sky
There is no other
Come stay
Right here"
2078,josephine-baker,2016,al-stewart,Rock,
2079,lori-don-t-go-right-now,2016,al-stewart,Rock,
2080,rumours-of-war,2016,al-stewart,Rock,"We met on the beach amid rumours of war
Your head in your hand, what you saw you won't say
As the newspapers blew in the wind
I can see you're one of that kind
Who carry round a time bomb in their mind, no one knows
When you'll slip the pin
Rumours of war
Rumours of war
I see that your dress is torn at the edge
You were lost, intense, like a man on a ledge, waiting to jump
As the waves break over the shore
You say there's a storm that can't be delayed
And lately it seems to be comin' this way, you can hear it break
Like the slam of a door
Rumours of war
Rumours of war
You tell me, just look all around
At the past and the present, the cross and the crescent,
The signs and the planets are lining up like before
There are souls on fire in the day and the night
On the left and the right, in the black and the white
You can see it burn in the eyes of the rich and the poor
Rumours of war
Rumours of war
Rumours of war
Rumours of war"
2081,feel-like,2016,al-stewart,Rock,
2082,hipposong,2016,al-stewart,Rock,
2083,clarence-frogman-henry,2016,al-stewart,Rock,
2084,the-one-that-got-away,2016,al-stewart,Rock,"I came upon two strangers on a black and white TV
In a hotel room called nowhere, in the dead of half-past three.
Their eyes met across the captain's table,
Both trying to resist, but just weren't able.
The one that got away.
You knew it had to happen, the music grew intense.
In love affairs on oceans, the feelings seem immense.
Looks like they headed into stormy weather.
They saw it, even though they stuck together.
The one that got away.
Now he sees past the glamour, she sees past the lies.
The night is quick to anger, the dawn is slow to rise.
Who knows what the powers are that divide us?
She still keeps a photograph beside her.
The one that got away
The one that got away"
2085,trespasser,2016,al-stewart,Rock,
2086,night-rolls-in,2016,al-stewart,Rock,
2087,here-in-angola,2016,al-stewart,Rock,
2088,a-small-fruit-song,2008,al-stewart,Rock,"Said the apple to the orange:
""Oh I wanted you to come
Close to me and kiss me to the core
Then you might know me like no other orange
Has ever done before"""
2089,next-time,2008,al-stewart,Rock,"He heard the clatter of her heels in the street
The clock said half-past three
He lay there waiting in the dark to hear
The scraping of the front-door key
He wouldn't say to her
""Don't want to know where you were""
She wouldn't find him there
Next time
She missed the train, she felt the rain upon her face
It seemed to clear her head
She watched him drive into the night
A broken tail-light, a speck of red
She still felt his touch
It didn't seem to mean that much
She wouldn't go back there
Next time
When you were just a kid you loved
To go to movies in the afternoon
And so you left the factory
And got a job in the projection-room
Bette Davis plays
Ran away with the passing days
You'll be a movie-star
Next time"
2090,what-s-going-on,2008,al-stewart,Rock,"First time I saw you, you were Mr. Natural
You seemed so diffident, you hardly spoke at all
Now you come to me and you've got green streaks in your hair
You walk like Greta Garbo, but you talk like Yogi Bear
So tell me now
What's going on? What's going on?
I really don't believe what's going on; what's going on?
Anyone in the farmhouse could have given you the news
You think you're in control but you're only being used
I know your head is in the sky, you're easy to deceive
But how you fell for this I really don't believe
So tell me now
What's going on? What's going on?
I really don't believe what's going on; what's going on?
All those rock 'n' roll star heroes you spend your time around
You may think you're one of them but you're a hundred thousand down
What are you going to do when the company calls its money in?
How'll you feel stuck out in the rain without a friend?
What's going on? What's going on?
I really don't believe what's going on; what's going on?"
2091,like-william-mckinley,2008,al-stewart,Rock,"I got a letter; it came in the mail today
I saw by the stamp it was written an ocean away
No need to open it, I know what it must say
Ill just go back to the dream I was having
Before love went astray
Ill sit on my porch like William McKinley
And Ill let the world come to me
And if its too busy, I really dont mind and
Theres no place I want to be
Now and again, I will open a window and
Stare at the overcast sky
And put you away in a drawer in my mind
And Ill just bid all of my troubles goodbye
The country round here is deserted; theres no one at all
People come here in the summer and leave in the fall
You followed after them, disappeared into the night
Now all thats left is the footprint you made
In the mud, frozen in white
Ill sit on my porch like William McKinley
And Ill let the world come to me
And if its too busy, I really dont mind and
Theres no place Ill want to be
Now and again, I will open and window and
Stare at the overcast sky
And put you away in a drawer in my mind
And Ill just bid all of my troubles goodbye
(repeat chorus)"
2092,pretty-golden-hair,2008,al-stewart,Rock,"Born in England's pleasant green
Like a picture postcard scene
To childhood spread with fond maternal care
From the day that he was born
Proud relations came to fawn
And compliment his pretty golden hair
In boyhood sent away
To a boarding school to stay
Its crumbling proud traditions forced to bear
And his friends in this new world
Said he looks more like a girl
With those blue eyes and pretty golden hair
Fades secluded youth
Into manhood's search for truth
His mother's eyes now wet had turned to stare
For he said I must be bound
This day for London town
For I believe my fortune's waiting there
So like an eager cutting knife
He plunged in a new life
Oh never known beforehand anywhere
And the thought that he might trip
In his ignorance and slip
Never struck beneath his pretty golden hair
Ah the days soon grew thin
And boredom fast set in
His job was thrown away without a care
For a man who softly said
You'll earn twice as much instead
With those blue eyes and pretty golden hair
Well London town possessed
Of many a tempter's nest
And thus he fell with scarce another care
As so easily he slipped
Into prostitution's grip
Foundationed by his pretty golden hair
Ah but the years quickly flew
And his mind slowly grew
From early freedom into deep despair
As the money ceased to roll
A tired and lonely soul
Poured curses on his pretty golden hair
Ah the years stole their time
Now the living's hard to find
And early friends have vanished in the air
And the gay parties's ease
Changed to public lavatories
Have turned to grey his pretty golden hair
Oh his life was only used
And his body just abused
By those who never think and never care
But though his file said suicide
No, that wasn't why he died
It was murder by his pretty golden hair"
2093,shah-of-shahs,2008,al-stewart,Rock,"After these processions comes the sweeping up
The rag and bone possessions, an old tin cup
The army trucks have hauled away the newly slain
The angry crowd retreats, but theyll be back again
And the prisoner in the palace does not understand
The ingratitude around him after all hes done and planned
But if this the way that it must be then hell be damned
If he will let them take away his perfect dream
Ministers stuff bank notes into leather bags
Their wives have packed the jewelry and the luggage tanks
The word is on the street now, growing day by day
And even the informers know the stay away
And the prisoner in the palace is appalled by this charade
Feeling strangely unprotected by his miles of golden braid
And if this is the way that it must be then Im afraid
He will not let them take away his perfect dream
And these mountains of equipment brought from foreign lands
Are now stacked up in the desert being buried by the sand
These rows of helicopters rusting where they stand
Are butterflies to take away the perfect dream
He cried inside the limousine and at the airport too
Where the soldier knelt before him and kissed his shoe
He flew across the desert and the open sea
While they tore down all his statues and his legacy
And the victor greets the newsmen with a strange and stoic style
They take a hundred thousand pictures and in none of them a smile
But this is just the way that it must be now for a while
Hes only come to bring another perfect dream"
2094,timeless-skies,2008,al-stewart,Rock,"While travelling northwards
On a back country lane
I came on the village
Where first I grew
And stopped to climb up
The hill once again
Looking down from the tracks
To the grey slate roofs
I watched the village moving
As the day went slowly by
In the field we lay here
Lovers' footsteps went by
In the fields we lay here
My very first love and I
Under timeless arcadian skies
Under timeless arcadian skies
The old canal lies
Sleeping under the sky
The barges are gone to a lost decade
On overgrown banks here
Lovers' footsteps went by
Long before ever the roads were made
And in our turn we passed here
And carved our names on trees
As the days washed by like
Waves of an endless sea
Under timeless arcadian skies
Under timeless arcadian skies
Time runs through your fingers
You never hold till its gone
Some fragments just linger with you
Like snow in the spring hanging on"
2095,sand-in-your-shoes,2008,al-stewart,Rock,"You always were a city kid though you were country raised
And back in some forgotten time we shared the cold north days
But the simple life was not your style, and you just had to escape
So it's goodbye to my lady of the islands
On Remembrance Day the bands all played, the bells pealed through the park
And you lay there by the Do Not signs, and shamed them with your spark
Now winter moans in old men's bones as the day falls into dark
So it's goodbye to my lady of the islands
It was just like this behind the kisses you so soon swept away
I always knew that some day yo'd be bound to just get pulled away
The summer sun beats on and on, the shops swim in the heat
And you're standing by the traffic signs with taxis at your feet
I know that in your city skin you're feeling more complete
So it's goodbye to my lady of the islands"
2096,year-of-the-cat,2008,al-stewart,Rock,"On a morning from a Bogart movie
In a country where they turn back time
You go strolling through the crowd like Peter Lorre
Contemplating a crime
She comes out of the sun in a silk dress running
Like a watercolor in the rain
Don't bother asking for explanations
She'll just tell you that she came
In the year of the cat
She doesn't give you time for questions
As she locks up your arm in hers
And you follow 'till your sense of which direction
Completely disappears
By the blue tiled walls near the market stalls
There's a hidden door she leads you to
These days, she says, I feel my life
Just like a river running through
The year of the cat
While she looks at you so cooly
And her eyes shine like the moon in the sea
She comes in incense and patchouli
So you take her, to find what's waiting inside
The year of the cat
Well morning comes and you're still with her
And the bus and the tourists are gone
And you've thrown away your choice you've lost your ticket
So you have to stay on
But the drum-beat strains of the night remain
In the rhythm of the new-born day
You know sometime you're bound to leave her
But for now you're going to stay
In the year of the cat"
2097,cleave-to-me,2008,al-stewart,Rock,"Constancy dwells in
Realms of perfection
I hear the call
Life is free and love is all
Cleave to me
Harmony holds forth
Pleasures abounding
And love is free
Neath the weeping willow tree
Cleave to me
Blow thou winds my good fortunes bring
Mind the hours such as minstrels sing
Come fair thoughts let heart take wing
My lady calls to me
Emily only
Dreams and is lonely
Dark is the night
And from now unto the light
Cleave to me"
2098,the-eisenhower-years,2008,al-stewart,Rock,
2099,a-man-for-all-seasons,2008,al-stewart,Rock,"What if you reached the age of reason
Only to find there was no reprieve
Would you still be a man for all seasons?
Or would you just have to leave
We measure our days out
In steps of uncertainty
Not turning to see how we've come
And peer down the highway
From here to eternity
And reach out for love on the run
While the man for all seasons
Is lost behind the sun
Henry Plantagenet still looks for someone
To bring good news in his hour of doubt
While Thomas More waits in the Tower of London
Watching the sands running out
And measures the hours out
From here to oblivion
In actions that can't be undone
A sailor through the darkness
He scans the meridian
And caught by the first rays of dawn
The man for all seasons
Is lost beneath the storm
And I should know by now
I should know by now
I hear them call it out all around
Oh, they go
There's nothing to believe in
Hear them,
Just daydreams, deceiving
They'll just let you down
What if you reached the age of reason
Only to find there was no reprieve
Would you still be a man for all seasons?
Or would you just disbelieve?
We measure our gains out in luck and coincidence
Lanterns to turn back the night
And put our defeats down to chance or experience
And try once again for the light
Some wait for the waters of fortune to cover them
Some just see the tides of ill chance running over them
Some call on Jehovah
Some cry out to Allah
Some wait for the boats that still row to Valhalla
Well, you should try to accept what the fates are unfolding
While some say they're sure where the blame should be falling
You look round for maybe a chance of forestalling
Bot too soon its over and done
And the man for all seasons
Is lost behind the sun"
2100,lord-salisbury,2008,al-stewart,Rock,"Lord Salisbury said to me
""Though we spend our lives in isolation
Girdled 'round by the Emerald Sea
No fear shall we know"".
Look away, look away, look away
To the lamp-lit square
At the ebb of May
Look away, look away, look away
For our survival
Lord Salisbury takes his time
The government sits in contemplation
All is ordered and in its prime
No fear shall we know
Look away, look away, look away
To the fog-bound ship in the icy bay
Look away, look away, look away
For our survival
On the mantelpiece is a silver clock
And it counts the hours and they won't turn back
The evening set and the room forgets
The day that went before
And through my window
Iron wheels on a cobbled mews
You will know changes soon
Lord Salisbury reads the news
And puts the paper on the table
Many paths will be ours to choose
No fear shall we know
Look away, look away, look away
To the fleets of steel and the waves of grey
Look away, look away, look away
For our survival
The Queen is old but she lingers still
Like the fading ring of a distant bell
And Oscar Wilde in his prison cell
Laments a brighter day
And in some window a red flag flies
In a meeting room
You will know changes soon
Lord Salisbury said to me
""Though we spend our lives in isolation
Girdled 'round by the Emerald Sea
No fear shall we know"".
Look away, look away, look away
To the lonesome cry of the modern day
Look away, look away, look away
For our survival"
2101,the-carmichaels,2008,al-stewart,Rock,"Mr Carmichael says that he loves his wife
I believe he does
Gives her everything that a man can give
But Mr Carmichael beggars himself on the altar
Of his love
And you can tell him that that's not the way to live
And oh how the wind has blown
The leaves from the linden tree
And oh when the night grows free
Why does Mrs Carmichael come to me
Mrs Carmichael rises at ten, takes her time
Is at her ease
Drinking coffee in slippers and negligee
Opens the door and the milkman brings her dreams
There's no-one sees
Except the statue of Venus and she won't say
And oh how the wind has blown
The leaves from the linden tree
And oh when the night grows free
Why does Mrs Carmichael come to me
Oh Mr Carmichael, captain and star of his office
Billiards team
Smiles to greet the applause as his ball goes in
Hurrying back, bringing his victory home but there's
No-one here
And supper waits on the table inside a tin
And oh how the linden leaves
Lie tossed as the night wind blows
And struck in his silent pose
Mr Carmichael weeps and there's no-one knows"
2102,hanno-the-navigator,2008,al-stewart,Rock,"It's a good day
for going to sea
Hanno the Navigator said to me.
There's an open sky and a steady breeze
out beyond the Pillars of Hercules.
Above the foam-kissed waves seagulls scream
up in the masts of our trireme
and it's a good day
for going to sea
Hanno the Navigator said to me.
Water
Water
From horizon to horizon
All I see is water
Steer beyond all maps and charts
down along the coast of Africa.
The first Phoenicians on this beach,
where the monkeys gibber and the parakeets screech.
Strangest women run wild down there,
covered head to toe in fur and hair.
They fight like demons,
better let them be,
Hanno the Navigator said to me.
Water
Water
From horizon to horizon
All I see is water
When you pull close to your fire at night
with your family framed in the candlelight,
safe inside these walls of stone
in the only village you've ever known.
The rain-soaked moon plays splintered crystal
shadows on your windowsill.
Like sparks of light in the shifting skies,
our ancient ships go sailing still on
Water
Water
When my sailing days are done
I'll seek Poseidon's daughter.
Oarsmen pull and curse and sweat
underneath this creaking deck.
At night I hear their stories told,
strong through storms and weak for gold.
Carthage stands like an azure pearl
here in the middle of the known world.
And it's a good day
for going to sea,
Hanno the Navigator said to me.
Water
Water
From horizon to horizon
All I see is water.
Water
Water
When my sailing days are done
I'll seek Poseidon's daughter.
It's a good day
for going to sea,
Hanno the Navigator said to me."
2103,silver-kettle,2008,al-stewart,Rock,"And in the last days of the world of plastic records
He takes the car into town
He hears the voices of salvation through the static
Just turns the volume down
A chain link fence round a boarded up arcade
Towers of glass that petroleum has made
But he wouldn't have been born
At any other moment in the world
And in the morning he will hear the silver kettle
Calling him out of his sleep
The world outside goes by in plastic and in metal
He's got his secrets to keep
The daily news forms a pattern on TV
Violence first, then a cat stuck up a tree
But he wouldn't have been born
At any other moment in this world
One o'clock and the office empties out
He watches as they pass
Nostalgic for something intangible
A time that never was
There is a crack along the plaster in the kitchen
It forms the shape of her face
Just for a moment he will trace it with his finger
One day he'll paint her away
He sees her now - she's got a clean white shirt on
She's someone he'd just love to get the dirt on
And she couldn't have been born
At any other moment in the world"
2104,elvis-at-the-wheel,2008,al-stewart,Rock,"There is an independent book store
the last one that remained
all the othres you might look for
have been eaten by the chains
the soldier on
on one cleans the windows panes
and it was there I read the story
so strange it must be real
of a car in Arizona with Elvis at the wheel
he is looking up
the sky has something to reveal
It is the face of Josef Stanhard
being formed by drifting clouds
above the sleeping Memphis mafia
and unsuspecting cows
This is a sign from god...."
2105,bedsitter-images,2008,al-stewart,Rock,"The subway station's closed again
Sleeps beneath its veil of rain
My footprints' broken trail behind
Steals the nightlights from my mind
The dark deserted streets then clear
Today has lived and died in here
So I leave the chapel gloom
To find the shelter of my tiny room
But it's alright while the lights of the city shine so bright
It's all right till the last winding train fades from sight
Then alone in my room I must stay to lose or win
While these wild bedsitter images come back to hem me in
The panelled patterns on the door
Chase shivering shadows to the floor
Upon the pillow worn and thin
The memories of hopes begin
The carpet with its flowers and shredding
Spires a foot before my bed
The crack that won't return again
Advancing through my broken window pane
But it's alright while the lights of the city shine so bright
It's all right till the last winding train fades from sight
Then alone in my room I must stay to lose or win
While these wild bedsitter images come back to hem me in
The friends I've left back home all write
With laughing words that warm my sight
Saying, Tell us, how's the city life
I reply and say just fine
(Oh, you must be something)
And so you see I can't go back
Until I either win or crack
I'm standing in a one way street
The stage is set
(Oh, now you're set)
The story incomplete
But it's alright while the lights of the city shine so bright
It's alright till the last winding train fades from sight
Then alone in my room I must stay to lose or win
While these wild bedsitter images come back to hem me in"
2106,angry-bird,2008,al-stewart,Rock,"One day you fell
Down from the sky
You oversaw things
Forgot how to fly
You're an angry bird
Walking in circles all alone
Angry bird
Now you don't belong
You stagger round
Don't like the air
Don't like the ground
Angry bird
Walking in circles all alone
Angry bird
Radical penguins
Led you astray
You say that wings
Are so passe
You're an angry bird
Walking in circles
No way out
Angry bird
Now you say it's pointless
You say you're cursed
You fill the night with
Sarcastic chirps
You're an angry bird
Walking in circles
No way out
Angry bird
You're fallen in
With the avian fringe
That fill your head with
Thoughts of revenge
You're a bird
In the moanly
Pretty lonely
Angry bird
On the moonlight branches
On a summer's night
You can take your chances
You could take flight
Angry bird
Walking in circles
No way out
Angry bird
Your sun is sinking
It's so absurd
What were you thinking
Angry bird"
2107,life-in-dark-water,2008,al-stewart,Rock,"Oh come away from the day, here I stay
Living on the bottom of the sea
Down metal snake corridors steely grey
Engines hum for nobody but me
No sound comes from the sea above me
No messages crackles through the radio leads
They'll never know, never no never
How strange life in dark water can be
Oh mariners spare a thought when you pass
Those who live the submarine life
Far in the deep sonar eyes never sleep
Hiding like a shadow in the night
Jet planes nose through the clouds above me
They look for radar traces of me to see
They'll never know, never no never
How strange life in dark water can be
Wonder what the stars look like
Coming out tonight
Tell my girl she must be strong
She sits and waits all night long
Just looking for a better day
She'll have to find another way to go
No memory, tell me what's wrong with me
Why am I alone here with no rest
And now the name of the ship's not the same
How long has it been Marie Celeste
Now there's nobody from the crew left
Five hundred years supply of food just for me"
2108,the-loneliest-place-on-the-map,2008,al-stewart,Rock,"This place is so far away
From what passes for civilized life
No shops and no cars and no city lights
Just a river of stars
Over the southernmost ocean so cold
A small group of rocks, seagulls and ice
Some ramshackle huts
A paper in french from long ago
A finger that juts out into the foam
No boats come this way
A few expeditions that pass now and then
They'll be back someday
But I don't know when
It's the loneliest place on the map
Night time is utterly black
I came here by some grave mishap
And I can't find my way back
It's all as remote
As the wintry smile that you gave
As you buttoned your coat
And love was erased
So this is goodbye
I see you silently rowing away
The desolate sky threatening rain"
